Id,Prospect,Disposition,App.Year,MonthDeadline,DateDeadline,YearDeadline,UniversityId,Selectivity,Tier,Major.1,Major.2,Minor,GPA,Met,Sourced,Type,Size,Region,AlumniCount,CurrentCMCount,CurrentTFAStaffCount,InequityAwareness,TFAAwareness,StudentsCount,ISSTEM,Tier2016,Tier2017
2016_10254,Undergrad,Rejected,2016,October,30,2015,001F000000nH7AhIAK,4,3,History,,Political Science,No,Yes,Recruiter,Private NFP,Medium,E,73,14,9,0,0,12500,No,3,3
2016_10255,Undergrad,Rejected,2016,January,15,2016,001F000000nHCFrIAO,4,3,Economics,,Music,No,Yes,Recruiter,Private NFP,Medium,N,96,10,1,1,3,12500,No,3,2
2016_10257,Undergrad,Rejected,2016,October,30,2015,001F000000nH7f5IAC,4,3,Economics,German,,No,Yes,Recruiter,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2016_10258,Undergrad,Rejected,2016,January,15,2016,001F000000nHCFrIAO,4,3,English Literature,,Philosophy,No,No,Recruiter,Private NFP,Medium,N,96,10,1,1,3,12500,No,3,2
2016_10259,Undergrad,Rejected,2016,January,15,2016,001F000000nH9UnIAK,4,3,Environmental Science,,Other Science,No,Yes,Recruiter,Public,Very Large,S,62,14,3,0,0,25000,Yes,3,2
2016_10260,Undergrad,Rejected,2016,October,30,2015,001F000000nH7GQIA0,4,3,English Literature,,,No,No,Self,Public,Very Large,W,113,10,3,5,2,25000,No,3,2
2016_10264,Undergrad,Accepted,2016,January,15,2016,001F000000nH7YSIA0,5,3,International Studies/Relations,Latin American Studies,,No,Yes,Self,Private NFP,Small,W,134,10,1,5,5,5000,No,3,3
2016_10265,Undergrad,Rejected,2016,October,30,2015,001F000000nHBWKIA4,3,3,Political Science,,,No,No,Self,Private NFP,Medium,E,102,16,15,1,3,12500,No,3,3
2016_10266,Undergrad,Rejected,2016,January,15,2016,001F000000nHEyuIAG,4,3,Geology,,,No,Yes,Self,Public,Very Large,S,189,48,11,1,3,25000,No,3,3
2016_10267,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH7GcIAK,4,3,Psychology,,Health,Yes,Yes,Self,Public,Very Large,E,36,6,2,1,3,25000,No,3,1
2016_10269,Undergrad,Accepted,2016,January,15,2016,001F000000nHAWQIA4,4,3,Neuroscience,,,Yes,Yes,Self,Private NFP,Small,E,71,7,6,1,3,5000,Yes,3,2
2016_10271,Undergrad,Rejected,2016,October,30,2015,001F000000nH7TxIAK,5,3,Spanish,,Exercise Science,No,Yes,Recruiter,Public,Very Large,E,702,55,43,5,5,25000,No,3,3
2016_10272,Undergrad,Rejected,2016,October,30,2015,001F000000nH7QeIAK,4,3,Religion,Journalism,,No,Yes,Recruiter,Private NFP,Large,S,93,16,8,0,0,22500,No,3,2
2016_10279,Undergrad,Rejected,2016,October,30,2015,001F000000nH7QeIAK,4,3,Early Childhood Education,,,No,No,Self,Private NFP,Large,S,93,16,8,0,0,22500,No,3,2
2016_10280,Undergrad,Rejected,2016,January,15,2016,001F000000nHEN6IAO,4,3,Sociology,,,No,Yes,Self,Public,Very Large,S,536,79,28,5,5,25000,No,3,3
2016_10281,Undergrad,Rejected,2016,October,30,2015,001F000000nH83VIAS,3,3,Psychology,,,No,Yes,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_10284,Undergrad,Accepted,2016,October,30,2015,001F000000nHE91IAG,4,3,Child Studies,,,No,Yes,Self,Private NFP,Very Large,S,109,31,6,0,0,25000,No,3,2
2016_10285,Undergrad,Rejected,2016,October,30,2015,001F000000nHCQlIAO,5,3,Economics,,,No,Yes,Self,Private NFP,Medium,E,500,57,16,5,2,12500,No,3,3
2016_10286,Undergrad,Rejected,2016,October,30,2015,001F000000nHBIxIAO,4,3,English,,,Yes,No,Self,Private NFP,Medium,W,97,12,9,1,3,12500,No,3,2
2016_10287,Undergrad,Rejected,2016,October,30,2015,001F000000nH83bIAC,4,3,Kinesiology,Spanish,,Yes,Yes,Self,Public,Very Large,N,655,55,25,5,5,25000,No,3,3
2016_10293,Undergrad,Accepted,2016,October,30,2015,001F000000nH7AhIAK,4,3,Political Science,English,,Yes,Yes,Recruiter,Private NFP,Medium,E,73,14,9,0,0,12500,No,3,3
2016_10295,Undergrad,Accepted,2016,October,30,2015,001F000000nHEGfIAO,5,3,Psychology,,,Yes,Yes,Recruiter,Public,Very Large,W,795,82,23,5,5,25000,No,3,3
2016_10296,Undergrad,Accepted,2016,October,30,2015,001F000000nH7AhIAK,4,3,Communications,,Sociology,Yes,Yes,Recruiter,Private NFP,Medium,E,73,14,9,0,0,12500,No,3,3
2016_10297,Undergrad,Accepted,2016,October,30,2015,001F000000nHEGfIAO,5,3,Mass Communications,,Slavic Studies,No,Yes,Recruiter,Public,Very Large,W,795,82,23,5,5,25000,No,3,3
2016_10298,Undergrad,Rejected,2016,October,30,2015,001F000000nH7AhIAK,4,3,Psychology,,Human Services,No,Yes,Recruiter,Private NFP,Medium,E,73,14,9,0,0,12500,No,3,3
2016_10299,Undergrad,Accepted,2016,October,30,2015,001F000000nH83bIAC,4,3,Chemistry,,Public Health,No,Yes,Recruiter,Public,Very Large,N,655,55,25,5,5,25000,Yes,3,3
2016_10300,Undergrad,Rejected,2016,October,30,2015,001F000000nHCFmIAO,4,3,History,Russian,Political Science,No,Yes,Self,Private NFP,Very Large,E,327,36,23,5,5,25000,No,3,2
2016_10301,Undergrad,Rejected,2016,March,4,2016,001F000000nHDwXIAW,3,3,Social Work,,,No,No,Self,Public,Large,S,10,5,0,5,2,22500,No,3,0
2016_10303,Undergrad,Rejected,2016,October,30,2015,001F000000nHCGVIA4,3,3,English,,,Yes,Yes,Self,Public,Large,E,80,34,5,5,2,22500,No,3,2
2016_10306,Undergrad,Rejected,2016,January,15,2016,001F000000nH7f1IAC,5,3,Chemical Engineering,,,No,Yes,Self,Private NFP,Very Large,E,633,52,25,5,2,25000,Yes,3,3
2016_10307,Undergrad,Accepted,2016,January,15,2016,001F000000nH8AuIAK,4,3,Psychology,,,No,Yes,Self,Public,Very Large,S,47,10,0,1,3,25000,No,3,2
2016_10309,Undergrad,Rejected,2016,October,30,2015,001F000000nH9UaIAK,2,3,Speech Therapy,,,No,No,Self,Public,Medium,E,44,11,4,1,3,12500,No,3,3
2016_10310,Undergrad,Rejected,2016,October,30,2015,001F000000nHAh7IAG,4,3,Social Studies,,,No,Yes,Recruiter,Public,Very Large,E,113,33,8,1,3,25000,No,3,2
2016_10311,Undergrad,Accepted,2016,January,15,2016,001F000000nH9USIA0,4,3,Spanish,,Communications,No,Yes,Recruiter,Public,Very Large,N,143,12,3,1,3,25000,No,3,2
2016_10313,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH9oFIAS,4,3,Spanish,International Studies/Relations,Business,Yes,Yes,Recruiter,Public,Very Large,E,512,63,16,2,5,25000,No,3,3
2016_10314,Undergrad,Rejected,2016,January,15,2016,001F000000nH7TWIA0,5,3,Art History,,,No,No,Self,Private NFP,Medium,N,362,36,11,5,5,12500,No,3,3
2016_10315,Undergrad,Rejected,2016,October,30,2015,001F000000nH7C4IAK,3,3,Biology,,,No,Yes,Recruiter,Public,Very Large,N,131,19,18,5,2,25000,No,3,2
2016_10317,Undergrad,Rejected,2016,March,4,2016,001F000000nHANlIAO,5,3,Biology,,,No,Yes,Recruiter,Public,Very Large,E,529,36,23,5,5,25000,No,3,3
2016_10319,Undergrad,Rejected,2016,January,15,2016,001F000000nH7LFIA0,4,3,Spanish,International Studies/Relations,,Yes,Yes,Self,Private NFP,Medium,E,181,37,3,2,5,12500,No,3,3
2016_10320,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH7YlIAK,4,3,Marketing,Other,Other,No,Yes,Self,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2016_10323,Undergrad,Rejected,2016,October,30,2015,001F000000nH9KXIA0,3,3,Child Development,Family Studies,,Yes,Yes,Self,Public,Medium,W,50,37,1,5,2,12500,No,3,2
2016_10324,Undergrad,Accepted,2016,October,30,2015,001F000000nH7Z1IAK,4,3,Hotel Administration,,Business,No,Yes,Self,Public,Very Large,E,108,19,8,1,3,25000,No,3,2
2016_10325,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7f1IAC,5,3,Sociology,,English,No,Yes,Self,Private NFP,Very Large,E,633,52,25,5,2,25000,No,3,3
2016_10327,Undergrad,Rejected,2016,October,30,2015,001F000000nHBIBIA4,4,3,Psychology,,Human Development,No,Yes,Self,Public,Medium,W,44,8,4,1,3,12500,No,3,1
2016_10328,Undergrad,Rejected,2016,January,15,2016,001F000000nHAOJIA4,4,3,Anthropology,,,No,Yes,Self,Public,Very Large,W,302,33,10,1,3,25000,No,3,2
2016_10330,Undergrad,Rejected,2016,October,30,2015,001F000000nHAh7IAG,4,3,Human Services,,Education (general),No,Yes,Self,Public,Very Large,E,113,33,8,1,3,25000,No,3,2
2016_10331,Undergrad,Accepted,2016,October,30,2015,001F000000nHAOmIAO,4,3,Social Science,,,No,No,Self,Private NFP,Large,S,278,24,6,2,5,22500,No,3,3
2016_10333,Undergrad,Accepted,2016,October,30,2015,001F000000nHAWNIA4,4,3,Early Childhood Education,,Communications,No,Yes,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_10334,Undergrad,Accepted,2016,October,30,2015,001F000000nH7TWIA0,5,3,Psychology,Education (general),Spanish,No,Yes,Self,Private NFP,Medium,N,362,36,11,5,5,12500,No,3,3
2016_10335,Undergrad,Rejected,2016,October,30,2015,001F000000nH7ZWIA0,4,3,History,,Art History,Yes,Yes,Recruiter,Public,Large,S,89,29,3,1,3,22500,No,3,2
2016_10336,Undergrad,Rejected,2016,October,30,2015,001F000000nHAWKIA4,5,3,Neuroscience,,,No,No,Self,Public,Very Large,N,973,82,38,5,5,25000,Yes,3,3
2016_10338,Undergrad,Rejected,2016,January,15,2016,001F000000nH9c1IAC,4,3,History,,,No,No,Recruiter,Public,Large,S,76,21,4,1,3,22500,No,3,2
2016_10339,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHCJxIAO,4,3,International Studies/Relations,,Economics,Yes,Yes,Self,Private NFP,Small,W,73,15,0,2,5,5000,No,3,2
2016_10340,Undergrad,Rejected,2016,October,30,2015,001F000000nHAOdIAO,4,3,Sociology,Political Science,,No,Yes,Recruiter,Public,Very Large,E,171,32,7,3,3,25000,No,3,2
2016_10341,Undergrad,Rejected,2016,October,30,2015,001F000000nHDH7IAO,3,3,International Studies/Relations,Public Policy,,No,No,Self,Public,Very Large,E,25,16,3,5,2,25000,No,3,1
2016_10347,Undergrad,Rejected,2016,January,15,2016,001F000000nHAW8IAO,4,3,Film/Video,,,No,No,Self,Public,Very Large,E,353,52,5,5,2,25000,No,3,3
2016_10349,Undergrad,Accepted,2016,January,15,2016,001F000000nH9oFIAS,4,3,Criminology,Sociology,,No,No,Self,Public,Very Large,E,512,63,16,2,5,25000,No,3,3
2016_10350,Undergrad,Accepted,2016,October,30,2015,001F000000nHCJxIAO,4,3,Psychology,,Biology,Yes,Yes,Recruiter,Private NFP,Small,W,73,15,0,2,5,5000,No,3,2
2016_10353,Undergrad,Accepted,2016,March,4,2016,001F000000nHEGfIAO,5,3,Political Science,,,No,No,Self,Public,Very Large,W,795,82,23,5,5,25000,No,3,3
2016_10357,Undergrad,Rejected,2016,March,4,2016,001F000000nH83bIAC,4,3,Political Science,International Studies/Relations,French,No,Yes,Self,Public,Very Large,N,655,55,25,5,5,25000,No,3,3
2016_10363,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHCG0IAO,5,3,History,,Writing,No,Yes,Recruiter,Private NFP,Small,E,127,5,4,1,3,5000,No,3,2
2016_10364,Undergrad,Rejected,2016,October,30,2015,001F000000nH7gmIAC,4,3,Interdisciplinary Studies,,,Yes,Yes,Recruiter,Public,Very Large,S,222,46,9,1,3,25000,No,3,3
2016_10365,Undergrad,Rejected,2016,October,30,2015,001F000000nHAWNIA4,4,3,Anthropology,International Studies/Relations,Latin American Studies,Yes,No,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_10366,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH7ZWIA0,4,3,Economics,Political Science,History,No,No,Self,Public,Large,S,89,29,3,1,3,22500,No,3,2
2016_10368,Undergrad,Rejected,2016,January,15,2016,001F000000nH7YNIA0,3,3,English,,Public Policy,No,No,Self,Public,Large,E,279,19,12,0,0,22500,No,3,2
2016_10370,Undergrad,Rejected,2016,October,30,2015,001F000000nHCQXIA4,4,3,Anthropology,,,No,Yes,Self,Public,Very Large,E,128,28,11,2,5,25000,No,3,2
2016_10371,Undergrad,Rejected,2016,October,30,2015,001F000000nH83VIAS,3,3,Biochemistry,,,No,Yes,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_10375,Undergrad,Rejected,2016,March,4,2016,001F000000nHEyuIAG,4,3,Music,,,Yes,Yes,Recruiter,Public,Very Large,S,189,48,11,1,3,25000,No,3,3
2016_10376,Undergrad,Accepted,2016,October,30,2015,001F000000nH9oFIAS,4,3,Finance,,Economics,Yes,Yes,Recruiter,Public,Very Large,E,512,63,16,2,5,25000,No,3,3
2016_10377,Undergrad,Rejected,2016,March,4,2016,001F000000nH7AhIAK,4,3,Biology,,Education (secondary),No,Yes,Recruiter,Private NFP,Medium,E,73,14,9,0,0,12500,No,3,3
2016_10378,Undergrad,Rejected,2016,October,30,2015,001F000000nH7CFIA0,4,3,Anthropology,Religion,,No,Yes,Self,Private NFP,Small,E,53,11,0,1,3,5000,No,3,2
2016_10380,Undergrad,Rejected,2016,October,30,2015,001F000000nH7fAIAS,4,3,Political Science,,Other,Yes,Yes,Self,Private NFP,Large,S,149,20,12,1,3,22500,No,3,2
2016_10381,Undergrad,Rejected,2016,October,30,2015,001F000000nHAX1IAO,4,3,Human Development,Family Studies,,No,No,Self,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2016_10383,Undergrad,Accepted,2016,October,30,2015,001F000000nHCFFIA4,4,3,Political Science,,,No,Yes,Recruiter,Private NFP,Medium,W,88,13,4,5,5,12500,No,3,3
2016_10384,Undergrad,Rejected,2016,March,4,2016,001F000000nHAP0IAO,3,3,Psychology,,Other,No,No,Recruiter,Public,Very Large,S,37,8,0,3,3,25000,No,3,0
2016_10385,Undergrad,Rejected,2016,March,4,2016,001F000000nHCtmIAG,2,3,Liberal Studies,African Studies,Women's Studies,No,Yes,Recruiter,Public,Small,W,12,12,0,5,2,5000,No,3,2
2016_10388,Undergrad,Rejected,2016,October,30,2015,001F000000nH7TxIAK,5,3,Biology,,Chemistry,No,Yes,Self,Public,Very Large,E,702,55,43,5,5,25000,No,3,3
2016_10389,Undergrad,Rejected,2016,January,15,2016,001F000000nHA6gIAG,3,3,Spanish,,Government,Yes,No,Self,Public,Unknown,S,5,3,0,5,2,0,No,3,0
2016_10391,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH9cPIAS,5,3,Public Policy,,African-American Studies,No,Yes,Self,Private NFP,Medium,E,272,14,18,5,2,12500,No,3,3
2016_10392,Undergrad,Rejected,2016,March,4,2016,001F000000nHBWtIAO,5,3,Neuroscience,,Psychology,No,No,Self,Private NFP,Medium,E,331,32,10,5,5,12500,Yes,3,3
2016_10398,Undergrad,Rejected,2016,October,30,2015,001F000000nHAh7IAG,4,3,Political Science,Communications,Law,Yes,Yes,Recruiter,Public,Very Large,E,113,33,8,1,3,25000,No,3,2
2016_10400,Undergrad,Rejected,2016,January,15,2016,001F000000nHBWKIA4,3,3,Journalism,,Theater,Yes,Yes,Recruiter,Private NFP,Medium,E,102,16,15,1,3,12500,No,3,3
2016_10403,Undergrad,Accepted,2016,October,30,2015,001F000000nHBWtIAO,5,3,History,,,No,Yes,Recruiter,Private NFP,Medium,E,331,32,10,5,5,12500,No,3,3
2016_10407,Undergrad,Accepted,2016,October,30,2015,001F000000nH9wzIAC,4,3,Sociology,,,No,Yes,Self,Public,Medium,W,66,26,0,5,2,12500,No,3,2
2016_10409,Undergrad,Rejected,2016,October,30,2015,001F000000nHCmgIAG,5,3,Psychology,Sociology,,No,No,Self,Private NFP,Very Large,E,326,43,17,1,3,25000,No,3,3
2016_10412,Undergrad,Rejected,2016,January,15,2016,001F000000nH7YNIA0,3,3,Economics,,Business,Yes,Yes,Recruiter,Public,Large,E,279,19,12,0,0,22500,No,3,2
2016_10415,Undergrad,Rejected,2016,October,30,2015,001F000000nHAWNIA4,4,3,History,,Communications,No,Yes,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_10416,Undergrad,Withdrawn,2016,January,15,2016,001F000000nHEyuIAG,4,3,American Studies,Film/Video,,Yes,Yes,Recruiter,Public,Very Large,S,189,48,11,1,3,25000,No,3,3
2016_10417,Undergrad,Rejected,2016,October,30,2015,001F000000nHAWKIA4,5,3,Psychology,,History,No,Yes,Recruiter,Public,Very Large,N,973,82,38,5,5,25000,No,3,3
2016_10418,Undergrad,Accepted,2016,January,15,2016,001F000000nHEyuIAG,4,3,History,Criminal Justice,Psychology,Yes,Yes,Recruiter,Public,Very Large,S,189,48,11,1,3,25000,No,3,3
2016_10419,Undergrad,Rejected,2016,October,30,2015,001F000000nHCGVIA4,3,3,Speech Communication,,English,No,Yes,Self,Public,Large,E,80,34,5,5,2,22500,No,3,2
2016_10420,Undergrad,Rejected,2016,March,4,2016,001F000000nHCGVIA4,3,3,Speech,,Sociology,No,Yes,Self,Public,Large,E,80,34,5,5,2,22500,No,3,2
2016_10421,Undergrad,Rejected,2016,October,30,2015,001F000000nH9c1IAC,4,3,Interdisciplinary Studies,,Psychology,No,No,Self,Public,Large,S,76,21,4,1,3,22500,No,3,2
2016_10422,Undergrad,Rejected,2016,October,30,2015,001F000000nHCGGIA4,5,3,International Studies/Relations,Economics,,No,Yes,Self,Private NFP,Small,W,121,8,0,5,5,5000,No,3,3
2016_10426,Undergrad,Withdrawn,2016,January,15,2016,001F000000nHCmLIAW,5,3,History,,Other,Yes,Yes,Recruiter,Private NFP,Small,N,114,3,1,5,5,5000,No,3,3
2016_10427,Undergrad,Rejected,2016,January,15,2016,001F000000nHEwJIAW,4,3,History,,,No,No,Recruiter,Public,Very Large,N,346,29,19,2,5,25000,No,3,3
2016_10428,Undergrad,Rejected,2016,October,30,2015,001F000000nHEQXIA4,5,3,Other,,Other,No,Yes,Self,Private NFP,Medium,E,516,36,14,5,2,12500,No,3,3
2016_10432,Undergrad,Rejected,2016,March,4,2016,001F000000nH7fLIAS,4,3,Biochemistry,Chemistry,Other Math,No,No,Self,Public,Very Large,W,409,56,10,2,5,25000,No,3,3
2016_10433,Undergrad,Accepted,2016,March,4,2016,001F000000nH9e9IAC,5,3,English,Psychology,Women's Studies,No,No,Recruiter,Private NFP,Large,S,355,34,7,5,5,22500,No,3,3
2016_10437,Undergrad,Rejected,2016,January,15,2016,001F000000nHEN6IAO,4,3,Anthropology,,,No,Yes,Recruiter,Public,Very Large,S,536,79,28,5,5,25000,No,3,3
2016_10438,Undergrad,Rejected,2016,October,30,2015,001F000000nH83VIAS,3,3,History,,,No,Yes,Recruiter,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_10439,Undergrad,Accepted,2016,March,4,2016,001F000000nHCmgIAG,5,3,Political Science,,Business,No,No,Recruiter,Private NFP,Very Large,E,326,43,17,1,3,25000,No,3,3
2016_10440,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH9KXIA0,3,3,Psychology,,Child Development,No,No,Recruiter,Public,Medium,W,50,37,1,5,2,12500,No,3,2
2016_10441,Undergrad,Accepted,2016,March,4,2016,001F000000nHAh1IAG,5,3,Political Science,History,,Yes,No,Recruiter,Public,Very Large,W,595,103,17,5,5,25000,No,3,3
2016_10442,Undergrad,Accepted,2016,January,15,2016,001F000000nHAVwIAO,5,3,English,,History,No,Yes,Recruiter,Private NFP,Medium,E,260,13,7,4,5,12500,No,3,3
2016_10445,Undergrad,Accepted,2016,January,15,2016,001F000000nH9UiIAK,4,3,Education (elementary),,,No,No,Recruiter,Public,Very Large,N,257,34,24,1,3,25000,No,3,2
2016_10446,Undergrad,Rejected,2016,October,30,2015,001F000000nH7YtIAK,1,3,History,,,Yes,No,Recruiter,Unknown,Medium,E,16,11,1,5,2,12500,No,3,1
2016_10454,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH83bIAC,4,3,Environmental Engineering,,,No,Yes,Self,Public,Very Large,N,655,55,25,5,5,25000,No,3,3
2016_10456,Undergrad,Rejected,2016,October,30,2015,001F000000nH74aIAC,3,3,Early Childhood Education,,,No,Yes,Self,Public,Medium,N,25,8,3,1,3,12500,No,3,2
2016_10457,Undergrad,Withdrawn,2016,October,30,2015,001F000000nHAWvIAO,5,3,English,,,No,Yes,Self,Private NFP,Very Large,W,511,37,26,5,5,25000,No,3,3
2016_10465,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH7YpIAK,5,3,Political Science,Writing,,Yes,Yes,Self,Private NFP,Medium,E,145,26,6,2,5,12500,No,3,3
2016_10466,Undergrad,Rejected,2016,October,30,2015,001F000000nHD3OIAW,0,3,Psychology,,,No,No,Recruiter,Public,Unknown,W,12,4,0,5,2,0,No,3,3
2016_10469,Undergrad,Accepted,2016,October,30,2015,001F000000nH82qIAC,4,3,Finance,Human Resource Management,,Yes,Yes,Self,Public,Very Large,N,328,54,17,1,3,25000,No,3,3
2016_10470,Undergrad,Rejected,2016,October,30,2015,001F000000nHBWtIAO,5,3,Neuroscience,Classics,,No,Yes,Self,Private NFP,Medium,E,331,32,10,5,5,12500,Yes,3,3
2016_10471,Undergrad,Rejected,2016,March,4,2016,001F000000nH9KXIA0,3,3,Political Science,,,No,Yes,Self,Public,Medium,W,50,37,1,5,2,12500,No,3,2
2016_10472,Undergrad,Withdrawn,2016,October,30,2015,001F000000nHAOdIAO,4,3,Health,,,No,No,Self,Public,Very Large,E,171,32,7,3,3,25000,No,3,2
2016_10473,Undergrad,Accepted,2016,January,15,2016,001F000000nHANwIAO,5,3,Biology,Sociology,,Yes,Yes,Self,Private NFP,Small,E,172,20,6,0,0,5000,No,3,2
2016_10474,Undergrad,Rejected,2016,January,15,2016,001F000000nH7Y8IAK,3,3,Other,,Public Health,No,No,Self,Public,Very Large,E,164,46,10,5,2,25000,No,3,2
2016_10475,Undergrad,Rejected,2016,October,30,2015,001F000000nHCQXIA4,4,3,International Studies/Relations,,Italian,No,No,Self,Public,Very Large,E,128,28,11,2,5,25000,No,3,2
2016_10477,Undergrad,Rejected,2016,October,30,2015,001F000000nHAP0IAO,3,3,Theater,,,No,No,Self,Public,Very Large,S,37,8,0,3,3,25000,No,3,0
2016_10478,Undergrad,Rejected,2016,October,30,2015,001F000000nH7YlIAK,4,3,Mathematics,,Environmental Studies,Yes,Yes,Self,Public,Very Large,S,238,45,18,2,5,25000,Yes,3,2
2016_10481,Undergrad,Accepted,2016,October,30,2015,001F000000nHAWvIAO,5,3,Communications,,Business,Yes,Yes,Self,Private NFP,Very Large,W,511,37,26,5,5,25000,No,3,3
2016_10482,Undergrad,Accepted,2016,October,30,2015,001F000000nH7YNIA0,3,3,Journalism,,Women's Studies,Yes,Yes,Self,Public,Large,E,279,19,12,0,0,22500,No,3,2
2016_10485,Undergrad,Rejected,2016,October,30,2015,001F000000nH7LRIA0,4,3,Education (secondary),,,No,Yes,Self,Public,Very Large,E,404,48,27,5,2,25000,No,3,3
2016_10487,Undergrad,Accepted,2016,October,30,2015,001F000000nHAONIA4,4,3,Creative Writing,Education (secondary),,No,Yes,Self,Public,Medium,E,89,13,2,1,3,12500,No,3,2
2016_10489,Undergrad,Rejected,2016,January,15,2016,001F000000nH7Z8IAK,4,3,Communications,,Music,No,Yes,Self,Public,Very Large,E,135,23,5,1,3,25000,No,3,2
2016_10492,Undergrad,Rejected,2016,January,15,2016,001F000000nH7GDIA0,5,3,Sociology,,,No,Yes,Self,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_10493,Undergrad,Rejected,2016,October,30,2015,001F000000nHAWNIA4,4,3,English,African-American Studies,,No,Yes,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_10495,Undergrad,Rejected,2016,October,30,2015,001F000000nH7YmIAK,4,3,Speech Communication,,Spanish,No,No,Self,Public,Large,N,58,20,4,1,3,22500,No,3,2
2016_10496,Undergrad,Accepted,2016,January,15,2016,001F000000nHCQXIA4,4,3,Communications,Spanish,,No,Yes,Recruiter,Public,Very Large,E,128,28,11,2,5,25000,No,3,2
2016_10497,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH7YlIAK,4,3,Psychology,,Family Studies,No,Yes,Recruiter,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2016_10498,Undergrad,Rejected,2016,March,4,2016,001F000000nHEFEIA4,4,3,Environmental Studies,,History,No,Yes,Recruiter,Public,Very Large,S,131,34,9,0,0,25000,Yes,3,2
2016_10499,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7YlIAK,4,3,Psychology,,International Studies/Relations,No,Yes,Recruiter,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2016_10500,Undergrad,Accepted,2016,October,30,2015,001F000000nH7YNIA0,3,3,English,,,No,Yes,Self,Public,Large,E,279,19,12,0,0,22500,No,3,2
2016_10501,Undergrad,Rejected,2016,January,15,2016,001F000000nHAOAIA4,4,3,English,,,No,No,Self,Public,Very Large,N,321,24,18,5,2,25000,No,3,2
2016_10503,Undergrad,Rejected,2016,October,30,2015,001F000000nH7ldIAC,4,3,Child Studies,Family Studies,,No,Yes,Self,Private NFP,Small,S,27,10,4,5,5,5000,No,3,1
2016_10504,Undergrad,Accepted,2016,January,15,2016,001F000000nH9wzIAC,4,3,English Literature,,Business,No,Yes,Self,Public,Medium,W,66,26,0,5,2,12500,No,3,2
2016_10505,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH83bIAC,4,3,Psychology,Women's Studies,,No,No,Self,Public,Very Large,N,655,55,25,5,5,25000,No,3,3
2016_10506,Undergrad,Rejected,2016,October,30,2015,001F000000nH7C4IAK,3,3,Theater,,,No,No,Self,Public,Very Large,N,131,19,18,5,2,25000,No,3,2
2016_10510,Undergrad,Rejected,2016,January,15,2016,001F000000nHAX5IAO,4,3,Public Health,Psychology,Education (general),Yes,Yes,Self,Public,Very Large,E,216,27,8,0,0,25000,No,3,2
2016_10511,Undergrad,Accepted,2016,October,30,2015,001F000000nHE91IAG,4,3,English Literature,,Other,Yes,Yes,Recruiter,Private NFP,Very Large,S,109,31,6,0,0,25000,No,3,2
2016_10512,Undergrad,Rejected,2016,October,30,2015,001F000000nHEvnIAG,4,3,Sociology,,Women's Studies,No,Yes,Recruiter,Private NFP,Medium,E,170,17,9,2,5,12500,No,3,2
2016_10513,Undergrad,Rejected,2016,October,30,2015,001F000000nHAX1IAO,4,3,Psychology,,,No,Yes,Recruiter,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2016_10514,Undergrad,Rejected,2016,October,30,2015,001F000000nHAX1IAO,4,3,Liberal Studies,,Telecommunications,No,Yes,Recruiter,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2016_10515,Undergrad,Rejected,2016,October,30,2015,001F000000nH9c1IAC,4,3,Marketing,,,No,No,Recruiter,Public,Large,S,76,21,4,1,3,22500,No,3,2
2016_10516,Undergrad,Rejected,2016,January,15,2016,001F000000nHAX1IAO,4,3,Speech Therapy,,Linguistics,Yes,Yes,Recruiter,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2016_10517,Undergrad,Accepted,2016,October,30,2015,001F000000nHAX1IAO,4,3,Special Education,Education (elementary),,Yes,Yes,Recruiter,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
